frame_index,pixel_diff,entropy,pixel_intensity_var,edge,absolute_diff,frame_type
92,0.42744140625,7.719840504366733,3363.0437838107637,69.219384765625,0.42744140625,P
93,0.4717252604166667,7.719300315672732,3361.275044291009,69.31484375,0.4717252604166667,P
94,0.4712575954861111,7.719469588521182,3360.9387125828957,69.104833984375,0.4712575954861111,P
95,0.5923600260416667,7.718573338590021,3358.4902010044416,69.269189453125,0.5923600260416667,P
96,0.7651638454861112,7.717939216037506,3355.6207114864346,69.1654296875,0.7651638454861112,P
97,0.7536013454861111,7.715952798497506,3350.375077997463,69.13056640625,0.7536013454861111,P
98,0.8326963975694445,7.71472246261238,3345.3361442680252,69.234326171875,0.8326963975694445,P
99,1.0687608506944444,7.713122721860564,3340.0757824646,69.2982421875,1.0687608506944444,P
100,1.2468489583333333,7.7114453633035485,3331.8743309010397,69.3712890625,1.2468489583333333,P
101,1.6189496527777778,7.708368078793018,3324.170763619475,69.5771484375,1.6189496527777778,P
102,2.0824652777777777,7.705615260855333,3311.944678656007,69.60537109375,2.0824652777777777,P
103,2.6574207899305557,7.698529692643038,3293.857129690796,70.00546875,2.6574207899305557,P
104,3.0840614149305554,7.693656942808631,3277.190007635232,70.4404296875,3.0840614149305554,P
105,3.4297178819444443,7.696251044035142,3257.998805444336,70.592333984375,3.4297178819444443,P
106,0.04308159722222222,7.694734749640217,3224.0269255694916,70.82724609375,0.04308159722222222,P
107,2.954064670138889,7.6947062573604015,3223.89903864745,70.829736328125,2.954064670138889,P
108,2.0831727430555556,7.6932801913509605,3222.5202389775486,71.010693359375,2.0831727430555556,P
109,2.1733723958333333,7.6898625144207635,3210.616076911916,71.1310546875,2.1733723958333333,P
110,2.0375792100694445,7.683368865660082,3185.509425887001,71.3833984375,2.0375792100694445,P
111,1.8010655381944445,7.6775554696940125,3157.8055510728195,71.427392578125,1.8010655381944445,P
112,1.5481065538194445,7.675232334425399,3141.181433129839,71.67392578125,1.5481065538194445,P
113,0.8135850694444444,7.673879494098659,3132.569273188909,71.84990234375,0.8135850694444444,P
114,0.6922341579861111,7.671932454453545,3126.2768855982467,71.961962890625,0.6922341579861111,P
115,0.7795974392361111,7.670660302728258,3122.2557267425423,71.965283203125,0.7795974392361111,P
116,0.32308702256944444,7.670043063693505,3118.7875721645346,71.99267578125,0.32308702256944444,P
117,0.33163953993055556,7.669351640255398,3117.023713540385,72.005126953125,0.33163953993055556,P
118,1.0152115885416666,7.668520523330552,3116.307815051514,72.070703125,1.0152115885416666,P
119,0.8004231770833333,7.668464123562225,3120.0502390501238,72.119677734375,0.8004231770833333,P
120,0.8146473524305555,7.66826778324932,3121.126540158071,72.06904296875,0.8146473524305555,P
121,0.6039800347222222,7.6681009065332715,3119.433266313298,72.035009765625,0.6039800347222222,P
122,0.6762836371527777,7.667374790938535,3118.202559346347,72.06904296875,0.6762836371527777,P
123,0.5512315538194444,7.6672744790428675,3118.5311411946195,72.06904296875,0.5512315538194444,P
124,0.7039854600694444,7.6670269478716495,3117.6136250527275,72.124658203125,0.7039854600694444,P
125,0.639033203125,7.667404488469909,3116.546824991344,72.13046875,0.639033203125,P
126,0.8962912326388889,7.66743853256632,3115.4830661107276,72.126318359375,0.8962912326388889,P
127,1.1665603298611111,7.666779918554378,3112.2437477217672,72.119677734375,1.1665603298611111,P
128,1.6034722222222222,7.666490007048728,3109.288848286565,72.0474609375,1.6034722222222222,P
129,1.8806911892361111,7.667348213684867,3107.203299701436,71.94619140625,1.8806911892361111,P
130,2.090945095486111,7.666876888339237,3106.7311420491114,72.093115234375,2.090945095486111,P
